,kW,Rida,Gamybos_metai
3396,195,267000,201711
3397,120,149900,201911
3398,200,80000,201706
3399,133,82000,201704
3400,245,191932,2016
3401,140,102000,2019
3402,179,102500,2019
3403,162,156782,201804
3404,110,98897,201912
3405,140,169000,201904
3406,130,62991,201910
3407,140,92364,201603
3408,110,13000,201901
3409,135,64434,202001
3410,214,30426,201901
3411,170,96350,2018
3412,110,6284,202112
3413,130,77400,201905
3414,195,267000,201711
3415,120,149900,201911
3416,200,80000,201706
3417,133,82000,201704
3418,245,191932,2016
3419,140,102000,2019
3420,135,54422,201801
3421,179,102500,2019
3422,162,156782,201804
3423,110,98897,201912
3424,140,169000,201904
3425,130,62991,201910
3426,140,92364,201603
3427,110,13000,201901
3428,190,185000,201609
3429,135,64434,202001
3430,214,30426,201901
3431,170,96350,2018
3432,140,190351,201811
3433,110,151950,201806
3434,110,136645,202103
3435,140,212000,201703
3436,140,223545,201711
3437,235,184000,201512
3438,110,158900,201802
3439,110,71206,201911
3440,110,82308,202011
3441,180,110000,201901
3442,160,111000,202009
3443,132,268455,201504
3444,134,47126,201901
3445,110,103000,201911
3446,133,58550,202105
3447,230,248960,201512
3448,140,160700,201803
3449,160,180665,201409
3450,130,123822,201905
3451,114,97981,201712
3452,140,190351,201811
3453,110,151950,201806
3454,110,136645,202103
3455,140,212000,201703
3456,140,223545,201711
3457,235,184000,201512
3458,110,158900,201802
3459,110,71206,201911
3460,110,82308,202011
3461,180,110000,201901
3462,160,111000,202009
3463,132,268455,201504
3464,134,47126,201901
3465,110,103000,201911
3466,133,58550,202105
3467,230,248960,201512
3468,140,160700,201803
3469,160,180665,201409
3470,130,123822,201905
3471,114,97981,201712
3472,130,71600,202008
3473,130,170000,201909
3474,140,196700,201903
3475,174,151000,201907
3476,114,123949,201710
3477,140,237884,201811
3478,110,139419,201909
3479,140,168500,202008
3480,135,86000,202005
3481,110,18500,202106
3482,190,269000,201407
3483,150,69000,202011
3484,132,49977,201911
3485,140,256000,201712
3486,110,124400,202009
3487,110,216000,201802
3488,190,120050,201407
3489,110,131600,201907
3490,173,62000,201901
3491,200,203215,201706
3492,130,71600,202008
3493,130,170000,201909
3494,140,196700,201903
3495,174,151000,201907
3496,114,123949,201710
3497,140,237884,201811
3498,110,139419,201909
3499,140,168500,202008
3500,135,86000,202005
3501,110,18500,202106
3502,190,269000,201407
3503,150,69000,202011
3504,132,49977,201911
3505,140,256000,201712
3506,110,124400,202009
3507,110,216000,201802
3508,190,120050,201407
3509,110,131600,201907
3510,173,62000,201901
3511,200,203215,201706
3512,142,159000,201902
3513,135,63181,201907
3514,130,83325,202104
3515,214,146500,201710
3516,114,102202,201812
3517,193,255500,201705
3518,140,288527,201802
3519,140,62200,201911
3520,245,183310,201606
3521,140,126991,201903
3522,130,147066,201906
3523,149,18057,202209
3524,132,45000,201912
3525,110,140562,202009
3526,110,109800,202009
3527,129,81600,201905
3528,140,74000,201911
3529,115,66597,201902
3530,110,135200,202011
3531,142,159000,201902
3532,135,63181,201907
3533,130,83325,202104
3534,214,146500,201710
3535,110,1,201903
3536,114,102202,201812
3537,193,255500,201705
3538,140,288527,201802
3539,140,62200,201911
3540,245,183310,201606
3541,140,126991,201903
3542,130,147066,201906
3543,149,18057,202209
3544,132,45000,201912
3545,110,140562,202009
3546,110,109800,202009
3547,129,81600,201905
3548,140,74000,201911
3549,115,66597,201902
3550,110,135200,202011
3551,125,185000,201511
3552,145,106000,201607
3553,110,140600,201907
3554,131,247000,201910
3555,147,67500,201612
3556,160,148000,201703
3557,110,28500,2018
3558,162,116851,201712
3559,132,158400,201807
3560,118,16820,202303
3561,110,37900,202007
3562,112,84232,201905
3563,165,228555,201803
3564,180,109509,201605
3565,110,172000,201709
3566,225,131800,201401
3567,220,127300,201210
3568,190,278000,201710
3569,206,145000,2015
3570,132,81500,201908
3571,125,185000,201511
3572,145,106000,201607
3573,110,140600,201907
3574,131,247000,201910
3575,147,67500,201612
3576,160,148000,201703
3577,110,28500,2018
3578,162,116851,201712
3579,132,158400,201807
3580,118,16820,202303
3581,110,37900,202007
3582,112,84232,201905
3583,165,228555,201803
3584,180,109509,201605
3585,110,172000,201709
3586,225,131800,201401
3587,220,127300,201210
3588,190,278000,201710
3589,206,145000,2015
3590,132,81500,201908
3591,150,120000,202109
3592,190,299000,201401
3593,150,248000,200603
3594,140,104582,201712
3595,190,297000,201404
3596,110,79600,201901
3597,110,97530,202006
3598,110,158094,201810
3599,160,174535,201610
3600,190,232254,201412
3601,180,182665,201310
3602,118,20000,202212
3603,141,86200,201709
3604,135,120877,202103
3605,140,150000,201803
3606,121,80585,201908
3607,150,12000,202103
3608,140,76813,201909
3609,114,130000,201511
3610,150,120000,202109
3611,190,299000,201401
3612,150,248000,200603
3613,309,172000,201302
3614,140,104582,201712
3615,190,297000,201404
3616,110,79600,201901
3617,110,97530,202006
3618,110,158094,201810
3619,160,174535,201610
3620,190,232254,201412
3621,180,182665,201310
3622,118,20000,202212
3623,141,86200,201709
3624,135,120877,202103
3625,140,150000,201803
3626,121,80585,201908
3627,150,12000,202103
3628,140,76813,201909
3629,114,130000,201511
3630,110,108000,201910
3631,230,187727,201504
3632,110,123799,201806
3633,165,262540,201703
3634,220,129200,201702
3635,140,220000,201709
3636,190,269555,201708
3637,140,260554,201903
3638,150,112800,202111
3639,220,94770,201508
3640,137,74051,202002
3641,150,111415,202011
3642,186,67018,201610
3643,110,80235,201808
3644,143,106300,201806
3645,140,170637,202006
3646,225,195506,202005
3647,110,40850,202102
3648,136,33000,202105
3649,140,257000,201712
3650,110,108000,201910
3651,230,187727,201504
3652,110,123799,201806
3653,165,262540,201703
3654,220,129200,201702
3655,140,220000,201709
3656,190,269555,201708
3657,140,260554,201903
3658,150,112800,202111
3659,220,94770,201508
3660,137,74051,202002
3661,150,111415,202011
3662,186,67018,201610
3663,110,80235,201808
3664,143,106300,201806
3665,140,170637,202006
3666,225,195506,202005
3667,110,40850,202102
3668,136,33000,202105
3669,140,257000,201712
3670,110,57890,202202
3671,114,98900,201709
3672,140,174650,202006
3673,185,97251,201801
3674,290,208600,201306
3675,250,108000,201206
3676,150,31350,202011
3677,223,235999,201910
3678,110,146750,2019
3679,110,157941,202008
3680,110,106106,201808
3681,140,170150,201806
3682,140,180000,201806
3683,195,267554,201705
3684,230,253255,201511
3685,190,169056,201402
3686,250,135000,2011
3687,210,232000,201802
3688,185,130000,201701
3689,150,29000,202104
3690,110,57890,202202
3691,114,98900,201709
3692,140,174650,202006
3693,185,97251,201801
3694,290,208600,201306
3695,250,108000,201206
3696,150,31350,202011
3697,223,235999,201910
3698,110,146750,2019
3699,110,157941,202008
3700,110,106106,201808
3701,140,170150,201806
3702,140,180000,201806
3703,195,267554,201705
3704,230,253255,201511
3705,190,169056,201402
3706,250,135000,2011
3707,210,232000,201802
3708,185,130000,201701
3709,150,29000,202104
3710,368,231000,201202
3711,213,78000,2018
3712,130,150000,201704
3713,150,26400,202010
3714,110,174000,202106
3715,140,176000,201805
3716,110,56000,202101
3717,250,172000,201607
3718,129,122950,201903
3719,200,136245,201905
3720,135,51589,202106
3721,206,32000,201604
3722,150,65000,201907
3723,408,304000,201401
3724,190,220200,201510
3725,131,141299,202007
3726,150,41650,202101
3727,257,100000,201604
3728,140,141000,201809
3729,368,231000,201202
3730,213,78000,2018
3731,130,150000,201704
3732,150,26400,202010
3733,110,174000,202106
3734,140,176000,201805
3735,190,186082,201412
3736,110,56000,202101
3737,250,172000,201607
3738,129,122950,201903
3739,200,136245,201905
3740,135,51589,202106
3741,206,32000,201604
3742,150,65000,201907
3743,408,304000,201401
3744,190,220200,201510
3745,131,141299,202007
3746,150,41650,202101
3747,257,100000,201604
3748,140,141000,201809
3749,120,42000,202211
3750,120,187000,201812
3751,240,200000,201512
3752,140,60500,201910
3753,147,149554,202108
3754,140,182000,201702
3755,110,150600,201904
3756,160,114584,202102
3757,414,128442,201204
3758,110,4300,202303
3759,120,195100,202010
3760,140,106500,201909
3761,165,12600,202007
3762,135,25234,202009
3763,150,36020,202009
3764,110,89281,201907
3765,160,44979,202012
3766,110,56000,202101
3767,114,84100,201812
3768,173,241000,201707
3769,120,42000,202211
3770,120,187000,201812
3771,240,200000,201512
3772,140,60500,201910
3773,147,149554,202108
3774,140,182000,201702
3775,110,150600,201904
3776,160,114584,202102
3777,414,128442,201204
3778,110,4300,202303
3779,120,195100,202010
3780,140,106500,201909
3781,165,12600,202007
3782,135,25234,202009
3783,150,36020,202009
3784,110,89281,201907
3785,160,44979,202012
3786,110,56000,202101
3787,114,84100,201812
3788,173,241000,201707
3789,324,151400,201906
3790,110,65000,202002
3791,190,90000,201301
3792,250,188468,201601
3793,140,200000,201910
3794,140,187000,202003
3795,110,94407,202104
3796,150,210000,201905
3797,183,278000,201806
3798,114,137073,201509
3799,160,102263,202006
3800,110,23820,202109
3801,140,136000,202001
3802,206,63700,201901
3803,250,270000,201212
3804,140,152535,201911
3805,225,191247,201412
3806,150,30200,202105
3807,190,206000,201511
3808,324,151400,201906
3809,110,65000,202002
3810,190,90000,201301
3811,250,188468,201601
3812,140,200000,201910
3813,140,187000,202003
3814,110,94407,202104
3815,150,210000,201905
3816,183,278000,201806
3817,114,137073,201509
3818,160,102263,202006
3819,110,23820,202109
3820,140,136000,202001
3821,206,63700,201901
3822,250,270000,201212
3823,140,152535,201911
3824,225,191247,201412
3825,150,30200,202105
3826,190,206000,201511
3827,225,60000,201703
3828,114,148059,201411
3829,160,144324,201910
3830,184,217522,201111
3831,120,292348,201906
3832,160,218000,201606
3833,180,46427,202107
3834,226,159000,201601
3835,129,120353,201902
3836,120,228000,2017
3837,327,130000,201307
3838,160,27000,202104
3839,140,166042,201912
3840,118,23400,202302
3841,132,92366,201711
3842,180,220700,201406
3843,114,88600,201710
3844,147,116000,201709
3845,110,110000,201806
3846,170,323000,201904
3847,211,143000,201901
3848,114,148059,201411
3849,160,144324,201910
3850,184,217522,201111
3851,120,292348,201906
3852,160,218000,201606
3853,180,46427,202107
3854,226,159000,201601
3855,129,120353,201902
3856,120,228000,2017
3857,327,130000,201307
3858,160,27000,202104
3859,140,166042,201912
3860,118,23400,202302
3861,132,92366,201711
3862,180,220700,201406
3863,114,88600,201710
3864,147,116000,201709
3865,110,110000,201806
3866,170,323000,201904
3867,211,143000,201901
3868,160,88000,202010
3869,143,232000,201811
3870,235,211000,2015
3871,126,5000,202306
3872,138,60516,202201
3873,160,33898,201911
3874,235,260000,201512
3875,184,82111,201811
3876,195,177234,201909
3877,140,155880,202003
3878,140,187000,201805
3879,110,177000,201904
3880,135,28432,202109
3881,140,260000,201706
3882,145,135555,2017
3883,180,198000,201309
3884,173,279000,201610
3885,160,81000,202007
3886,110,116310,201910
3887,140,154226,202001
3888,160,88000,202010
3889,143,232000,201811
3890,235,211000,2015
3891,126,5000,202306
3892,138,60516,202201
3893,160,33898,201911
3894,235,260000,201512
3895,184,82111,201811
3896,195,177234,201909
3897,140,155880,202003
3898,140,187000,201805
3899,110,177000,201904
3900,135,28432,202109
3901,140,260000,201706
3902,145,135555,2017
3903,180,198000,201309
3904,173,279000,201610
3905,160,81000,202007
3906,110,116310,201910
3907,140,154226,202001
3908,138,147847,202003
3909,150,80800,201705
3910,140,189300,201708
3911,129,44907,201910
3912,143,308050,201709
3913,130,40500,202107
3914,200,131000,201904
3915,110,83078,202104
3916,193,213467,201608
3917,114,100900,201605
3918,140,298000,202002
3919,294,77000,201812
3920,160,105376,202007
3921,140,168300,202005
3922,177,97000,201609
3923,160,123000,202006
3924,160,70408,201905
3925,160,83700,201905
3926,270,238100,201602
3927,110,194336,201905
3928,138,147847,202003
3929,150,80800,201705
3930,140,189300,201708
3931,129,44907,201910
3932,143,308050,201709
3933,130,40500,202107
3934,200,131000,201904
3935,110,83078,202104
3936,193,213467,201608
3937,114,100900,201605
3938,140,298000,202002
3939,294,77000,201812
3940,160,105376,202007
3941,140,168300,202005
3942,177,97000,201609
3943,160,123000,202006
3944,160,70408,201905
3945,160,83700,201905
3946,270,238100,201602
3947,110,194336,201905
3948,165,130000,201803
3949,145,116750,201701
3950,311,238300,201506
3951,132,84000,201911
3952,110,136000,201911
3953,110,35100,202010
3954,140,175930,201606
3955,205,100700,201901
3956,201,49700,2019
3957,149,18935,202211
3958,240,419000,201610
3959,120,117300,201505
3960,190,250000,201711
3961,190,155000,201509
3962,135,29500,202112
3963,147,144000,201711
3964,160,156000,201409
3965,110,138124,201902
3966,140,166791,201911
3967,120,164630,201709
3968,165,130000,201803
3969,145,116750,201701
3970,311,238300,201506
3971,132,84000,201911
3972,110,136000,201911
3973,110,35100,202010
3974,140,175930,201606
3975,205,100700,201901
3976,201,49700,2019
3977,149,18935,202211
3978,240,419000,201610
3979,120,117300,201505
3980,190,250000,201711
3981,190,155000,201509
3982,135,29500,202112
3983,147,144000,201711
3984,160,156000,201409
3985,110,138124,201902
3986,140,166791,201911
3987,120,164630,201709
3988,160,157244,201906
3989,190,292000,201312
3990,160,66049,202010
3991,140,104351,201802
3992,228,59000,201602
3993,177,74657,201605
3994,135,1046,202108
3995,150,20000,202106
3996,195,105965,201703
3997,110,62000,202103
3998,184,125000,201711
3999,228,119762,201808
4000,180,26000,201904
4001,130,270000,201806
4002,135,30507,202202
4003,144,161740,2010
4004,110,146000,202001
4005,140,205111,2019
4006,195,259685,201710
4007,160,157244,201906
4008,190,292000,201312
4009,160,66049,202010
4010,140,104351,201802
4011,228,59000,201602
4012,177,74657,201605
4013,135,1046,202108
4014,150,20000,202106
4015,195,105965,201703
4016,110,62000,202103
4017,184,125000,201711
4018,228,119762,201808
4019,180,26000,201904
4020,130,270000,201806
4021,135,30507,202202
4022,144,161740,2010
4023,110,62000,201905
4024,110,146000,202001
4025,140,205111,2019
4026,195,259685,201710
4027,110,130200,201903
4028,120,298000,201408
4029,130,59300,201905
4030,140,103429,201907
4031,140,67775,202002
4032,110,34648,202210
4033,129,104786,202204
4034,110,53500,202004
4035,408,165000,2013
4036,331,200000,201504
4037,135,79560,201912
4038,145,98018,201603
4039,250,50900,201706
4040,110,174000,202010
4041,150,70000,202104
4042,136,9760,202006
4043,140,142557,201908
4044,235,171000,201701
4045,165,165000,201506
4046,268,129000,201901
4047,110,130200,201903
4048,120,298000,201408
4049,130,59300,201905
4050,140,103429,201907
4051,140,67775,202002
4052,110,34648,202210
4053,129,104786,202204
4054,110,53500,202004
4055,408,165000,2013
4056,331,200000,201504
4057,135,79560,201912
4058,145,98018,201603
4059,250,50900,201706
4060,110,174000,202010
4061,150,70000,202104
4062,136,9760,202006
4063,140,142557,201908
4064,235,171000,201701
4065,165,165000,201506
4066,268,129000,201901
4067,110,90000,202104
4068,283,216000,201312
4069,170,127900,201611
4070,200,140700,201907
4071,143,234000,202006
4072,230,216000,201607
4073,225,127000,201701
4074,377,182000,201906
4075,129,49000,202103
4076,110,40022,202105
4077,140,44949,202001
4078,140,91000,202005
4079,330,160298,201701
4080,150,259072,2018
4081,194,15000,202101
4082,170,21000,202103
4083,140,144000,202011
4084,180,78805,201805
4085,140,73722,201910
4086,140,86027,201908
4087,110,90000,202104
4088,283,216000,201312
4089,170,127900,201611
4090,200,140700,201907
4091,143,234000,202006
4092,230,216000,201607
4093,225,127000,201701
4094,377,182000,201906
4095,129,49000,202103
4096,110,40022,202105
4097,140,44949,202001
4098,140,91000,202005
4099,330,160298,201701
4100,150,259072,2018
4101,194,15000,202101
4102,170,21000,202103
4103,140,144000,202011
4104,180,78805,201805
4105,140,73722,201910
4106,140,86027,201908
4107,116,43200,202110
4108,116,30000,202207
4109,140,61255,201905
4110,150,125800,201510
4111,132,180000,201402
4112,245,72300,201602
