,k
7117,13250.0
7118,13300.0
7119,13300.0
7120,13379.0
7121,13400.0
7122,13400.0
7123,13400.0
7124,13450.0
7125,13450.0
7126,13500.0
7127,13500.0
7128,13500.0
7129,13500.0
7130,13500.0
7131,13500.0
7132,13500.0
7133,13500.0
7134,13550.0
7135,13600.0
7136,13600.0
7137,13600.0
7138,13650.0
7139,13699.0
7140,13700.0
7141,13700.0
7142,13700.0
7143,13750.0
7144,13799.0
7145,13800.0
7146,13800.0
7147,13800.0
7148,13800.0
7149,13890.0
7150,13900.0
7151,13900.0
7152,13900.0
7153,13900.0
7154,14400.0
7155,13900.0
7156,13900.0
7157,13950.0
7158,13950.0
7159,13950.0
7160,13990.0
7161,13999.0
7162,14000.0
7163,14000.0
7164,14300.0
7165,14300.0
7166,14350.0
7167,14350.0
7168,14400.0
7169,14400.0
7170,14400.0
7171,14450.0
7172,14490.0
7173,14500.0
7174,14500.0
7175,14500.0
7176,14500.0
7177,14500.0
7178,14500.0
7179,14500.0
7180,14555.0
7181,14600.0
7182,14650.0
7183,14700.0
7184,14700.0
7185,14762.0
7186,14799.0
7187,14800.0
7188,14900.0
7189,14900.0
7190,14900.0
7191,14944.0
7192,14950.0
7193,14950.0
7194,14950.0
7195,14500.0
7196,14500.0
7197,14500.0
7198,14500.0
7199,14500.0
7200,14555.0
7201,14600.0
7202,14650.0
7203,14700.0
7204,14700.0
7205,14762.0
7206,14799.0
7207,14800.0
7208,14900.0
7209,14900.0
7210,14900.0
7211,14944.0
7212,14950.0
7213,14950.0
7214,14950.0
7215,14500.0
7216,14500.0
7217,14500.0
7218,14500.0
7219,14500.0
7220,14555.0
7221,14600.0
7222,14650.0
7223,14700.0
7224,14700.0
7225,14762.0
7226,14799.0
7227,14800.0
7228,14900.0
7229,14900.0
7230,14900.0
7231,14944.0
7232,14950.0
7233,14950.0
7234,14950.0
7235,14500.0
7236,14500.0
7237,14500.0
7238,14500.0
7239,14500.0
7240,14555.0
7241,14600.0
7242,14650.0
7243,14700.0
7244,14700.0
7245,14762.0
7246,14799.0
7247,14800.0
7248,14900.0
7249,14900.0
7250,14900.0
7251,14944.0
7252,14950.0
7253,14950.0
7254,14950.0
7255,14500.0
7256,14500.0
7257,14500.0
7258,14500.0
7259,14500.0
7260,14555.0
7261,14600.0
7262,14650.0
7263,14700.0
7264,14700.0
7265,14762.0
7266,14799.0
7267,14800.0
7268,14900.0
7269,14900.0
7270,14900.0
7271,14944.0
7272,14950.0
7273,14950.0
7274,14950.0
7275,14500.0
7276,14500.0
7277,14500.0
7278,14500.0
7279,14500.0
7280,14555.0
7281,14600.0
7282,14650.0
7283,14700.0
7284,14700.0
7285,14762.0
7286,14799.0
7287,14800.0
7288,14900.0
7289,14900.0
7290,14900.0
7291,14944.0
7292,14950.0
7293,14950.0
7294,14950.0
7295,14500.0
7296,14500.0
7297,14500.0
7298,14500.0
7299,14500.0
7300,14555.0
7301,14600.0
7302,14650.0
7303,14700.0
7304,14700.0
7305,14762.0
7306,14799.0
7307,14800.0
7308,14900.0
7309,14900.0
7310,14900.0
7311,14944.0
7312,14950.0
7313,14950.0
7314,14950.0
7315,14500.0
7316,14500.0
7317,14500.0
7318,14500.0
7319,14500.0
7320,14555.0
7321,14600.0
7322,14650.0
7323,14700.0
7324,14700.0
7325,14762.0
7326,14799.0
7327,14800.0
7328,14900.0
7329,14900.0
7330,14900.0
7331,14944.0
7332,14950.0
7333,14950.0
7334,14950.0
7335,14500.0
7336,14500.0
7337,14500.0
7338,14500.0
7339,14500.0
7340,14555.0
7341,14600.0
7342,14650.0
7343,14700.0
7344,14700.0
7345,14762.0
7346,14799.0
7347,14800.0
7348,14900.0
7349,14900.0
7350,14900.0
7351,14944.0
7352,14950.0
7353,14950.0
7354,14950.0
7355,14500.0
7356,14500.0
7357,14500.0
7358,14500.0
7359,14500.0
7360,14555.0
7361,14600.0
7362,14650.0
7363,14700.0
7364,14700.0
7365,14762.0
7366,14799.0
7367,14800.0
7368,14900.0
7369,14900.0
7370,14900.0
7371,14944.0
7372,14950.0
7373,14950.0
7374,14950.0
7375,14500.0
7376,14500.0
7377,14500.0
7378,14500.0
7379,14500.0
7380,14555.0
7381,14600.0
7382,14650.0
7383,14700.0
7384,14700.0
7385,14762.0
7386,14799.0
7387,14800.0
7388,14900.0
7389,14900.0
7390,14900.0
7391,14944.0
7392,14950.0
7393,14950.0
7394,14950.0
7395,14500.0
7396,14500.0
7397,14500.0
7398,14500.0
7399,14500.0
7400,14555.0
7401,14600.0
7402,14650.0
7403,14700.0
7404,14700.0
7405,14762.0
7406,14799.0
7407,14800.0
7408,14900.0
7409,14900.0
7410,14900.0
7411,14944.0
7412,14950.0
7413,14950.0
7414,14950.0
7415,14500.0
7416,14500.0
7417,14500.0
7418,14500.0
7419,14500.0
7420,14555.0
7421,14600.0
7422,14650.0
7423,14700.0
7424,14700.0
7425,14762.0
7426,14799.0
7427,14800.0
7428,14900.0
7429,14900.0
7430,14900.0
7431,14944.0
7432,14950.0
7433,14950.0
7434,14950.0
7435,14500.0
7436,14500.0
7437,14500.0
7438,14500.0
7439,14500.0
7440,14555.0
7441,14600.0
7442,14650.0
7443,14700.0
7444,14700.0
7445,14762.0
7446,14799.0
7447,14800.0
7448,14900.0
7449,14900.0
7450,14900.0
7451,14944.0
7452,14950.0
7453,14950.0
7454,14950.0
7455,14500.0
7456,14500.0
7457,14500.0
7458,14500.0
7459,14500.0
7460,14555.0
7461,14600.0
7462,14650.0
7463,14700.0
7464,14700.0
7465,14762.0
7466,14799.0
7467,14800.0
7468,14900.0
7469,14900.0
7470,14900.0
7471,14944.0
7472,14950.0
7473,14950.0
7474,14950.0
7475,14500.0
7476,14500.0
7477,14500.0
7478,14500.0
7479,14500.0
7480,14555.0
7481,14600.0
7482,14650.0
7483,14700.0
7484,14700.0
7485,14762.0
7486,14799.0
7487,14800.0
7488,14900.0
7489,14900.0
7490,14900.0
7491,14944.0
7492,14950.0
7493,14950.0
7494,14950.0
7495,14500.0
7496,14500.0
7497,14500.0
7498,14500.0
7499,14500.0
7500,14555.0
7501,14600.0
7502,14650.0
7503,14700.0
7504,14700.0
7505,14762.0
7506,14799.0
7507,14800.0
7508,14900.0
7509,14900.0
7510,14900.0
7511,14944.0
7512,14950.0
7513,14950.0
7514,14950.0
7515,14500.0
7516,14500.0
7517,14500.0
7518,14500.0
7519,14500.0
7520,14555.0
7521,14600.0
7522,14650.0
7523,14700.0
7524,14700.0
7525,14762.0
7526,14799.0
7527,14800.0
7528,14900.0
7529,14900.0
7530,14900.0
7531,14944.0
7532,14950.0
7533,14950.0
7534,14950.0
7535,14500.0
7536,14500.0
7537,14500.0
7538,14500.0
7539,14500.0
7540,14555.0
7541,14600.0
7542,14650.0
7543,14700.0
7544,14700.0
7545,14762.0
7546,14799.0
7547,14800.0
7548,14900.0
7549,14900.0
7550,14900.0
7551,14944.0
7552,14950.0
7553,14950.0
7554,14950.0
7555,14500.0
7556,14500.0
7557,14500.0
7558,14500.0
7559,14500.0
7560,14555.0
7561,14600.0
7562,14650.0
7563,14700.0
7564,14700.0
7565,14762.0
7566,14799.0
7567,14800.0
7568,14900.0
7569,14900.0
7570,14900.0
7571,14944.0
7572,14950.0
7573,14950.0
7574,14950.0
7575,14500.0
7576,14500.0
7577,14500.0
7578,14500.0
7579,14500.0
7580,14555.0
7581,14600.0
7582,14650.0
7583,14700.0
7584,14700.0
7585,14762.0
7586,14799.0
7587,14800.0
7588,14900.0
7589,14900.0
7590,14900.0
7591,14944.0
7592,14950.0
7593,14950.0
7594,14950.0
7595,14500.0
7596,14500.0
7597,14500.0
7598,14500.0
7599,14500.0
7600,14555.0
7601,14600.0
7602,14650.0
7603,14700.0
7604,14700.0
7605,14762.0
7606,14799.0
7607,14800.0
7608,14900.0
7609,14900.0
7610,14900.0
7611,14944.0
7612,14950.0
7613,14950.0
7614,14950.0
7615,14500.0
7616,14500.0
7617,14500.0
7618,14500.0
7619,14500.0
7620,14555.0
7621,14600.0
7622,14650.0
7623,14700.0
7624,14700.0
7625,14762.0
7626,14799.0
7627,14800.0
7628,14900.0
7629,14900.0
7630,14900.0
7631,14944.0
7632,14950.0
7633,14950.0
7634,14950.0
7635,14500.0
7636,14500.0
7637,14500.0
7638,14500.0
7639,14500.0
7640,14555.0
7641,14600.0
7642,14650.0
7643,14700.0
7644,14700.0
7645,14762.0
7646,14799.0
7647,14800.0
7648,14900.0
7649,14900.0
7650,14900.0
7651,14944.0
7652,14950.0
7653,14950.0
7654,14950.0
7655,14500.0
7656,14500.0
7657,14500.0
7658,14500.0
7659,14500.0
7660,14555.0
7661,14600.0
7662,14650.0
7663,14700.0
7664,14700.0
7665,14762.0
7666,14799.0
7667,14800.0
7668,14900.0
7669,14900.0
7670,14900.0
7671,14944.0
7672,14950.0
7673,14950.0
7674,14950.0
7675,14500.0
7676,14500.0
7677,14500.0
7678,14500.0
7679,14500.0
7680,14555.0
7681,14600.0
7682,14650.0
7683,14700.0
7684,14700.0
7685,14762.0
7686,14799.0
7687,14800.0
7688,14900.0
7689,14900.0
7690,14900.0
7691,14944.0
7692,14950.0
7693,14950.0
7694,14950.0
7695,14500.0
7696,14500.0
7697,14500.0
7698,14500.0
7699,14500.0
7700,14555.0
7701,14600.0
7702,14650.0
7703,14700.0
7704,14700.0
7705,14762.0
7706,14799.0
7707,14800.0
7708,14900.0
7709,14900.0
7710,14900.0
7711,14944.0
7712,14950.0
7713,14950.0
7714,14950.0
7715,14500.0
7716,14500.0
7717,14500.0
7718,14500.0
7719,14500.0
7720,14555.0
7721,14600.0
7722,14650.0
7723,14700.0
7724,14700.0
7725,14762.0
7726,14799.0
7727,14800.0
7728,14900.0
7729,14900.0
7730,14900.0
7731,14944.0
7732,14950.0
7733,14950.0
7734,14950.0
7735,14500.0
7736,14500.0
7737,14500.0
7738,14500.0
7739,14500.0
7740,14555.0
7741,14600.0
7742,14650.0
7743,14700.0
7744,14700.0
7745,14762.0
7746,14799.0
7747,14800.0
7748,14900.0
7749,14900.0
7750,14900.0
7751,14944.0
7752,14950.0
7753,14950.0
7754,14950.0
7755,14500.0
7756,14500.0
7757,14500.0
7758,14500.0
7759,14500.0
7760,14555.0
7761,14600.0
7762,14650.0
7763,14700.0
7764,14700.0
7765,14762.0
7766,14799.0
7767,14800.0
7768,14900.0
7769,14900.0
7770,14900.0
7771,14944.0
7772,14950.0
7773,14950.0
7774,14950.0
7775,14500.0
7776,14500.0
7777,14500.0
7778,14500.0
7779,14500.0
7780,14555.0
7781,14600.0
7782,14650.0
7783,14700.0
7784,14700.0
7785,14762.0
7786,14799.0
7787,14800.0
7788,14900.0
7789,14900.0
7790,14900.0
7791,14944.0
7792,14950.0
7793,14950.0
7794,14950.0
7795,14500.0
7796,14500.0
7797,14500.0
7798,14500.0
7799,14500.0
7800,14555.0
7801,14600.0
7802,14650.0
7803,14700.0
7804,14700.0
7805,14762.0
7806,14799.0
7807,14800.0
7808,14900.0
7809,14900.0
7810,14900.0
7811,14944.0
7812,14950.0
7813,14950.0
7814,14950.0
7815,14500.0
7816,14500.0
7817,14500.0
7818,14500.0
7819,14500.0
7820,14555.0
7821,14600.0
7822,14650.0
7823,14700.0
7824,14700.0
7825,14762.0
7826,14799.0
7827,14800.0
7828,14900.0
7829,14900.0
7830,14900.0
7831,14944.0
7832,14950.0
7833,14950.0
7834,14950.0
7835,14500.0
7836,14500.0
7837,14500.0
7838,14500.0
7839,14500.0
7840,14555.0
7841,14600.0
7842,14650.0
7843,14700.0
7844,14700.0
7845,14762.0
7846,14799.0
7847,14800.0
7848,14900.0
7849,14900.0
7850,14900.0
7851,14944.0
7852,14950.0
7853,14950.0
7854,14950.0
7855,14500.0
7856,14500.0
7857,14500.0
7858,14500.0
7859,14500.0
7860,14555.0
7861,14600.0
7862,14650.0
7863,14700.0
7864,14700.0
7865,14762.0
7866,14799.0
7867,14800.0
7868,14900.0
7869,14900.0
7870,14900.0
7871,14944.0
7872,14950.0
7873,14950.0
7874,14950.0
7875,14500.0
7876,14500.0
7877,14500.0
7878,14500.0
7879,14500.0
7880,14555.0
7881,14600.0
7882,14650.0
7883,14700.0
7884,14700.0
7885,14762.0
7886,14799.0
7887,14800.0
7888,14900.0
7889,14900.0
7890,14900.0
7891,14944.0
7892,14950.0
7893,14950.0
7894,14950.0
7895,14490.0
7896,14500.0
7897,14500.0
7898,14500.0
7899,14500.0
7900,14500.0
7901,14500.0
7902,14500.0
7903,14555.0
7904,14600.0
7905,14650.0
7906,14700.0
7907,14700.0
7908,14762.0
7909,14799.0
7910,14800.0
7911,14900.0
7912,14900.0
7913,14900.0
7914,14944.0
7915,14500.0
7916,14500.0
7917,14500.0
7918,14500.0
7919,14500.0
7920,14555.0
7921,14600.0
7922,14650.0
7923,14700.0
7924,14700.0
7925,14762.0
7926,14799.0
7927,14800.0
7928,14900.0
7929,14900.0
7930,14900.0
7931,14944.0
7932,14950.0
7933,14950.0
7934,14950.0
7935,14490.0
7936,14500.0
7937,14500.0
7938,14500.0
7939,14500.0
7940,14500.0
7941,14500.0
7942,14500.0
7943,14555.0
7944,14600.0
7945,14650.0
7946,14700.0
7947,14700.0
7948,14762.0
7949,14799.0
7950,14800.0
7951,14900.0
7952,14900.0
7953,14900.0
7954,14944.0
7955,14490.0
7956,14500.0
7957,14500.0
7958,14500.0
7959,14500.0
7960,14500.0
7961,14500.0
7962,14500.0
7963,14555.0
7964,14600.0
7965,14650.0
7966,14700.0
7967,14700.0
7968,14762.0
7969,14799.0
7970,14800.0
7971,14900.0
7972,14900.0
7973,14900.0
7974,14944.0
7975,14490.0
7976,14500.0
7977,14500.0
7978,14500.0
7979,14500.0
7980,14500.0
7981,14500.0
7982,14500.0
7983,14555.0
7984,14600.0
7985,14650.0
7986,14700.0
7987,14700.0
7988,14762.0
7989,14799.0
7990,14800.0
7991,14900.0
7992,14900.0
7993,14900.0
7994,14944.0
7995,14490.0
7996,14500.0
7997,14500.0
7998,14500.0
7999,14500.0
8000,14500.0
8001,14500.0
8002,14500.0
8003,14555.0
8004,14600.0
8005,14650.0
8006,14700.0
8007,14700.0
8008,14762.0
8009,14799.0
8010,14800.0
8011,14900.0
8012,14900.0
8013,14900.0
8014,14944.0
8015,14490.0
8016,14500.0
8017,14500.0
8018,14500.0
8019,14500.0
8020,14500.0
8021,14500.0
8022,14500.0
8023,14555.0
8024,14600.0
8025,14650.0
8026,14700.0
8027,14700.0
8028,14762.0
8029,14799.0
8030,14800.0
8031,14900.0
8032,14900.0
8033,14900.0
8034,14944.0
8035,14490.0
8036,14500.0
8037,14500.0
8038,14500.0
8039,14500.0
8040,14500.0
8041,14500.0
8042,14500.0
8043,14555.0
8044,14600.0
8045,14650.0
8046,14700.0
8047,14700.0
8048,14762.0
8049,14799.0
8050,14800.0
8051,14900.0
8052,14900.0
8053,14900.0
8054,14944.0
8055,14490.0
8056,14500.0
8057,14500.0
8058,14500.0
8059,14500.0
8060,14500.0
8061,14500.0
8062,14500.0
8063,14555.0
8064,14600.0
8065,14650.0
8066,14700.0
8067,14700.0
8068,14762.0
8069,14799.0
8070,14800.0
8071,14900.0
8072,14900.0
8073,14900.0
8074,14944.0
8075,14490.0
8076,14500.0
8077,14500.0
8078,14500.0
8079,14500.0
8080,14500.0
8081,14500.0
8082,14500.0
8083,14555.0
8084,14600.0
8085,14650.0
8086,14700.0
8087,14700.0
8088,14762.0
8089,14799.0
8090,14800.0
8091,14900.0
8092,14900.0
8093,14900.0
8094,14944.0
8095,14490.0
8096,14500.0
8097,14500.0
8098,14500.0
8099,14500.0
8100,14500.0
8101,14500.0
8102,14500.0
8103,14555.0
8104,14600.0
8105,14650.0
8106,14700.0
8107,14700.0
8108,14762.0
8109,14799.0
8110,14800.0
8111,14900.0
8112,14900.0
8113,14900.0
8114,14944.0
8115,14490.0
8116,14500.0
8117,14500.0
8118,14500.0
8119,14500.0
8120,14500.0
8121,14500.0
8122,14500.0
8123,14555.0
8124,14600.0
8125,14650.0
8126,14700.0
8127,14700.0
8128,14762.0
8129,14799.0
8130,14800.0
8131,14900.0
8132,14900.0
8133,14900.0
8134,14944.0
8135,14490.0
8136,14500.0
8137,14500.0
8138,14500.0
8139,14500.0
8140,14500.0
8141,14500.0
8142,14500.0
8143,14555.0
8144,14600.0
8145,14650.0
8146,14700.0
8147,14700.0
8148,14762.0
8149,14799.0
8150,14800.0
8151,14900.0
8152,14900.0
8153,14900.0
8154,14944.0
8155,14490.0
8156,14500.0
8157,14500.0
8158,14500.0
8159,14500.0
8160,14500.0
8161,14500.0
8162,14500.0
8163,14555.0
8164,14600.0
8165,14650.0
8166,14700.0
8167,14700.0
8168,14762.0
8169,14799.0
8170,14800.0
8171,14900.0
8172,14900.0
8173,14900.0
8174,14944.0
8175,14490.0
8176,14500.0
8177,14500.0
8178,14500.0
8179,14500.0
8180,14500.0
8181,14500.0
8182,14500.0
8183,14555.0
8184,14600.0
8185,14650.0
8186,14700.0
8187,14700.0
8188,14762.0
8189,14799.0
8190,14800.0
8191,14900.0
8192,14900.0
8193,14900.0
8194,14944.0
8195,14490.0
8196,14500.0
8197,14500.0
8198,14500.0
8199,14500.0
8200,14500.0
8201,14500.0
8202,14500.0
8203,14555.0
8204,14600.0
8205,14650.0
8206,14700.0
8207,14700.0
8208,14762.0
8209,14799.0
8210,14800.0
8211,14900.0
8212,14900.0
8213,14900.0
8214,14944.0
8215,14490.0
8216,14500.0
8217,14500.0
8218,14500.0
8219,14500.0
8220,14500.0
8221,14500.0
8222,14500.0
8223,14555.0
8224,14600.0
8225,14650.0
8226,14700.0
8227,14700.0
8228,14762.0
8229,14799.0
8230,14800.0
8231,14900.0
8232,14900.0
8233,14900.0
8234,14944.0
8235,14490.0
8236,14500.0
8237,14500.0
8238,14500.0
8239,14500.0
8240,14500.0
8241,14500.0
8242,14500.0
8243,14555.0
8244,14600.0
8245,14650.0
8246,14700.0
8247,14700.0
8248,14762.0
8249,14799.0
8250,14800.0
8251,14900.0
8252,14900.0
8253,14900.0
8254,14944.0
8255,14490.0
8256,14500.0
8257,14500.0
8258,14500.0
8259,14500.0
8260,14500.0
8261,14500.0
8262,14500.0
8263,14555.0
8264,14600.0
8265,14650.0
8266,14700.0
8267,14700.0
8268,14762.0
8269,14799.0
8270,14800.0
8271,14900.0
8272,14900.0
8273,14900.0
8274,14944.0
8275,14490.0
8276,14500.0
8277,14500.0
8278,14500.0
8279,14500.0
8280,14500.0
8281,14500.0
8282,14500.0
8283,14555.0
8284,14600.0
8285,14650.0
8286,14700.0
8287,14700.0
8288,14762.0
8289,14799.0
8290,14800.0
8291,14900.0
8292,14900.0
8293,14900.0
8294,14944.0
8295,14490.0
8296,14500.0
8297,14500.0
8298,14500.0
8299,14500.0
8300,14500.0
8301,14500.0
8302,14500.0
8303,14555.0
8304,14600.0
8305,14650.0
8306,14700.0
8307,14700.0
8308,14762.0
8309,14799.0
8310,14800.0
8311,14900.0
8312,14900.0
8313,14900.0
8314,14944.0
8315,14490.0
8316,14500.0
8317,14500.0
8318,14500.0
8319,14500.0
8320,14500.0
8321,14500.0
8322,14500.0
8323,14555.0
8324,14600.0
8325,14650.0
8326,14700.0
8327,14700.0
8328,14762.0
8329,14799.0
8330,14800.0
8331,14900.0
8332,14900.0
8333,14900.0
8334,14944.0
8335,14490.0
8336,14500.0
8337,14500.0
8338,14500.0
8339,14500.0
8340,14500.0
8341,14500.0
8342,14500.0
8343,14555.0
8344,14600.0
8345,14650.0
8346,14700.0
8347,14700.0
8348,14762.0
8349,14799.0
8350,14800.0
8351,14900.0
8352,14900.0
8353,14900.0
8354,14944.0
8355,14490.0
8356,14500.0
8357,14500.0
8358,14500.0
8359,14500.0
8360,14500.0
8361,14500.0
8362,14500.0
8363,14555.0
8364,14600.0
8365,14650.0
8366,14700.0
8367,14700.0
8368,14762.0
8369,14799.0
8370,14800.0
8371,14900.0
8372,14900.0
8373,14900.0
8374,14944.0
8375,14490.0
8376,14500.0
8377,14500.0
8378,14500.0
8379,14500.0
8380,14500.0
8381,14500.0
8382,14500.0
8383,14555.0
8384,14600.0
8385,14650.0
8386,14700.0
8387,14700.0
8388,14762.0
8389,14799.0
8390,14800.0
8391,14900.0
8392,14900.0
8393,14900.0
8394,14944.0
8395,14490.0
8396,14500.0
8397,14500.0
8398,14500.0
8399,14500.0
8400,14500.0
8401,14500.0
8402,14500.0
8403,14555.0
8404,14600.0
8405,14650.0
8406,14700.0
8407,14700.0
8408,14762.0
8409,14799.0
8410,14800.0
8411,14900.0
8412,14900.0
8413,14900.0
8414,14944.0
8415,14490.0
8416,14500.0
8417,14500.0
8418,14500.0
8419,14500.0
8420,14500.0
8421,14500.0
8422,14500.0
8423,14555.0
8424,14600.0
8425,14650.0
8426,14700.0
8427,14700.0
8428,14762.0
8429,14799.0
8430,14800.0
8431,14900.0
8432,14900.0
8433,14900.0
8434,14944.0
8435,14490.0
8436,14500.0
8437,14500.0
8438,14500.0
8439,14500.0
8440,14500.0
8441,14500.0
8442,14500.0
8443,14555.0
8444,14600.0
8445,14650.0
8446,14700.0
8447,14700.0
8448,14762.0
8449,14799.0
8450,14800.0
8451,14900.0
8452,14900.0
8453,14900.0
8454,14944.0
8455,14490.0
8456,14500.0
8457,14500.0
8458,14500.0
8459,14500.0
8460,14500.0
8461,14500.0
8462,14500.0
8463,14555.0
8464,14600.0
8465,14650.0
8466,14700.0
8467,14700.0
8468,14762.0
8469,14799.0
8470,14800.0
8471,14900.0
8472,14900.0
8473,14900.0
8474,14944.0
8475,14490.0
8476,14500.0
8477,14500.0
8478,14500.0
8479,14500.0
8480,14500.0
8481,14500.0
8482,14500.0
8483,14555.0
8484,14600.0
8485,14650.0
8486,14700.0
8487,14700.0
8488,14762.0
8489,14799.0
8490,14800.0
8491,14900.0
8492,14900.0
8493,14900.0
8494,14944.0
8495,14490.0
8496,14500.0
8497,14500.0
8498,14500.0
8499,14500.0
8500,14500.0
8501,14500.0
8502,14500.0
8503,14555.0
8504,14600.0
8505,14650.0
8506,14700.0
8507,14700.0
8508,14762.0
8509,14799.0
8510,14800.0
8511,14900.0
8512,14900.0
8513,14900.0
8514,14944.0
8515,14490.0
8516,14500.0
8517,14500.0
8518,14500.0
8519,14500.0
8520,14500.0
8521,14500.0
8522,14500.0
8523,14555.0
8524,14600.0
8525,14650.0
8526,14700.0
8527,14700.0
8528,14762.0
8529,14799.0
8530,14800.0
8531,14900.0
8532,14900.0
8533,14900.0
8534,14944.0
8535,14490.0
8536,14500.0
8537,14500.0
8538,14500.0
8539,14500.0
8540,14500.0
8541,14500.0
8542,14500.0
8543,14555.0
8544,14600.0
8545,14650.0
8546,14700.0
8547,14700.0
8548,14762.0
8549,14799.0
8550,14800.0
8551,14900.0
8552,14900.0
8553,14900.0
8554,14944.0
8555,14490.0
8556,14500.0
8557,14500.0
8558,14500.0
8559,14500.0
8560,14500.0
8561,14500.0
8562,14500.0
8563,14555.0
8564,14600.0
8565,14650.0
8566,14700.0
8567,14700.0
8568,14762.0
8569,14799.0
8570,14800.0
8571,14900.0
8572,14900.0
8573,14900.0
8574,14944.0
8575,14490.0
8576,14500.0
8577,14500.0
8578,14500.0
8579,14500.0
8580,14500.0
8581,14500.0
8582,14500.0
8583,14555.0
8584,14600.0
8585,14650.0
8586,14700.0
8587,14700.0
8588,14762.0
8589,14799.0
8590,14800.0
8591,14900.0
8592,14900.0
8593,14900.0
8594,14944.0
8595,14490.0
8596,14500.0
8597,14500.0
8598,14500.0
8599,14500.0
8600,14500.0
8601,14500.0
8602,14500.0
8603,14555.0
8604,14600.0
8605,14650.0
8606,14700.0
8607,14700.0
8608,14762.0
8609,14799.0
8610,14800.0
8611,14900.0
8612,14900.0
8613,14900.0
8614,14944.0
8615,14490.0
8616,14500.0
8617,14500.0
8618,14500.0
8619,14500.0
8620,14500.0
8621,14500.0
8622,14500.0
8623,14555.0
8624,14600.0
8625,14650.0
8626,14700.0
8627,14700.0
8628,14762.0
8629,14799.0
8630,14800.0
8631,14900.0
8632,14900.0
8633,14900.0
8634,14944.0
8635,14490.0
8636,14500.0
8637,14500.0
8638,14500.0
8639,14500.0
8640,14500.0
8641,14500.0
8642,14500.0
8643,14555.0
8644,14600.0
8645,14650.0
8646,14700.0
8647,14700.0
8648,14762.0
8649,14799.0
8650,14800.0
8651,14900.0
8652,14900.0
8653,14900.0
8654,14944.0
8655,14490.0
8656,14500.0
8657,14500.0
8658,14500.0
8659,14500.0
8660,14500.0
8661,14500.0
8662,14500.0
8663,14555.0
8664,14600.0
8665,14650.0
8666,14700.0
8667,14700.0
8668,14762.0
8669,14799.0
8670,14800.0
8671,14900.0
8672,14900.0
8673,14900.0
8674,14944.0
8675,14490.0
8676,14500.0
8677,14500.0
8678,14500.0
8679,14500.0
8680,14500.0
8681,14500.0
8682,14500.0
8683,14555.0
8684,14600.0
8685,14650.0
8686,14700.0
8687,14700.0
8688,14762.0
8689,14799.0
8690,14800.0
8691,14900.0
8692,14900.0
8693,14900.0
8694,14944.0
8695,14490.0
8696,14500.0
8697,14500.0
8698,14500.0
8699,14500.0
8700,14500.0
8701,14500.0
8702,14500.0
8703,14555.0
8704,14600.0
8705,14650.0
8706,14700.0
8707,14700.0
8708,14762.0
8709,14799.0
8710,14800.0
8711,14900.0
8712,14900.0
8713,14900.0
8714,14944.0
8715,14490.0
8716,14500.0
8717,14500.0
8718,14500.0
8719,14500.0
8720,14500.0
8721,14500.0
8722,14500.0
8723,14555.0
8724,14600.0
8725,14650.0
8726,14700.0
8727,14700.0
8728,14762.0
8729,14799.0
8730,14800.0
8731,14900.0
8732,14900.0
8733,14900.0
8734,14944.0
8735,14490.0
8736,14500.0
8737,14500.0
8738,14500.0
8739,14500.0
8740,14500.0
8741,14500.0
8742,14500.0
8743,14555.0
8744,14600.0
8745,14650.0
8746,14700.0
8747,14700.0
8748,14762.0
8749,14799.0
8750,14800.0
8751,14900.0
8752,14900.0
8753,14900.0
8754,14944.0
8755,14490.0
8756,14500.0
8757,14500.0
8758,14500.0
8759,14500.0
8760,14500.0
8761,14500.0
8762,14500.0
8763,14555.0
8764,14600.0
8765,14650.0
8766,14700.0
8767,14700.0
8768,14762.0
8769,14799.0
8770,14800.0
8771,14900.0
8772,14900.0
8773,14900.0
8774,14944.0
8775,14490.0
8776,14500.0
8777,14500.0
8778,14500.0
8779,14500.0
8780,14500.0
8781,14500.0
8782,14500.0
8783,14555.0
8784,14600.0
8785,14650.0
8786,14700.0
8787,14700.0
8788,14762.0
8789,14799.0
8790,14800.0
8791,14900.0
8792,14900.0
8793,14900.0
8794,14944.0
8795,14490.0
8796,14500.0
8797,14500.0
8798,14500.0
8799,14500.0
8800,14500.0
8801,14500.0
8802,14500.0
8803,14555.0
8804,14600.0
8805,14650.0
8806,14700.0
8807,14700.0
8808,14762.0
8809,14799.0
8810,14800.0
8811,14900.0
8812,14900.0
8813,14900.0
8814,14944.0
8815,14490.0
8816,14500.0
8817,14500.0
8818,14500.0
8819,14500.0
8820,14500.0
8821,14500.0
8822,14500.0
8823,14555.0
8824,14600.0
8825,14650.0
8826,14700.0
8827,14700.0
8828,14762.0
8829,14799.0
8830,14800.0
8831,14900.0
8832,14900.0
8833,14900.0
8834,14944.0
8835,14490.0
8836,14500.0
8837,14500.0
8838,14500.0
8839,14500.0
8840,14500.0
8841,14500.0
8842,14500.0
8843,14555.0
8844,14600.0
8845,14650.0
8846,14700.0
8847,14700.0
8848,14762.0
8849,14799.0
8850,14800.0
8851,14900.0
8852,14900.0
8853,14900.0
8854,14944.0
8855,14490.0
8856,14500.0
8857,14500.0
8858,14500.0
8859,14500.0
8860,14500.0
8861,14500.0
8862,14500.0
8863,14555.0
8864,14600.0
8865,14650.0
